hex,count_good_aircraft,count_bad_aircraft
594495105230962687,1,0
594495139590701055,1,0
594495388698804223,1,0
594496359361413119,1,1
594496367951347711,1,0
594496393721151487,3,0
594496402311086079,4,0
594496419490955263,1,0
594496428080889855,4,0
594496436670824447,2,0
594496445260759039,3,3
594547039975505919,3,0
594547057155375103,3,0
594547082925178879,2,0
594554358599778303,3,0
594554375779647487,3,0
594554461678993407,2,0
594554478858862591,2,0
594554487448797183,1,0
594554513218600959,2,0
594554667837423615,3,0
594554676427358207,3,0
594554685017292799,3,0
594554710787096575,3,0
594554736556900351,5,0
594554745146834943,3,0
594554753736769535,3,0
594554762326704127,5,0
594554770916638719,2,0
594555801708789759,3,0
594555810298724351,3,0
594555818888658943,3,0
594556557623033855,3,0
594556574802903039,3,0
594556626342510591,2,0
594556634932445183,1,0
594556798141202431,1,0
594556806731137023,5,0
594556815321071615,1,0
594556823911006207,2,0
594556849680809983,1,0
594556884040548351,5,0
594556892630482943,2,0
594556901220417535,3,0
594556918400286719,3,0
594556944170090495,3,0
594556952760025087,2,0
594556961349959679,3,0
594557090198978559,1,0
594557244817801215,3,0
594557261997670399,3,0
594557511105773567,3,0
594557657134661631,3,0
594557674314530815,3,0
594557691494399999,2,0
594557700084334591,2,0
594557717264203775,2,0
594557725854138367,2,0
594557966372306943,3,0
594557974962241535,2,0
594557983552176127,3,0
594558000732045311,2,0
594558009321979903,5,0
594558043681718271,3,0
594558060861587455,3,0
594572148354318335,2,0
594573247865946111,1,0
594573574283460607,1,0
594573582873395199,1,0
594573591463329791,1,0
594573600053264383,1,0
594573608643198975,1,0
594573634413002751,1,0
594573643002937343,2,0
594573651592871935,3,0
594573660182806527,1,0
594573668772741119,1,0
594573677362675711,1,0
594573685952610303,3,0
594573737492217855,1,0
594573780441890815,2,0
594573806211694591,1,0
594573814801629183,2,0
594573857751302143,1,0
594573866341236735,1,0
594573909290909695,2,0
594573926470778879,2,0
594573935060713471,2,0
594573960830517247,2,0
594573986600321023,1,0
594573995190255615,1,0
594574003780190207,1,0
594583461298175999,1,0
594583469888110591,6,0
594583495657914367,8,0
594583504247848959,8,0
594583512837783551,2,0
594583530017652735,7,0
594583538607587327,9,0
594583547197521919,1,0
594583555787456511,5,0
594583564377391103,7,0
594583572967325695,11,0
594583581557260287,11,0
594583710406279167,1,0
594583744766017535,13,0
594583761945886719,1,0
594583779125755903,13,0
594583804895559679,22,0
594583813485494271,15,0
594583822075428863,12,0
594583830665363455,10,0
594583839255298047,22,0
594583847845232639,14,0
