hex,count_good_aircraft,count_bad_aircraft
594495380108869631,2,0
594495414468607999,1,0
594496359361413119,1,0
594496367951347711,1,0
594496393721151487,3,0
594496410901020671,1,0
594496428080889855,9,3
594496436670824447,7,1
594496445260759039,6,0
594554358599778303,3,0
594554375779647487,3,0
594554461678993407,1,0
594554478858862591,1,0
594554513218600959,1,0
594554667837423615,3,0
594554676427358207,3,0
594554685017292799,3,0
594554710787096575,3,0
594554736556900351,4,0
594554745146834943,3,0
594554753736769535,3,0
594554762326704127,4,0
594554770916638719,1,0
594555801708789759,3,0
594555810298724351,3,0
594555818888658943,3,0
594556626342510591,1,0
594556798141202431,1,0
594556806731137023,1,0
594556849680809983,1,0
594556884040548351,1,0
594556892630482943,1,0
594556952760025087,1,0
594557244817801215,3,0
594557253407735807,1,0
594557261997670399,3,0
594557511105773567,2,0
594557691494399999,1,0
594557700084334591,1,0
594557717264203775,1,0
594557725854138367,1,0
594557974962241535,1,0
594558000732045311,1,0
594558009321979903,1,0
594573600053264383,1,0
594573608643198975,1,0
594573634413002751,1,0
594573643002937343,1,0
594573651592871935,1,0
594573668772741119,1,0
594573677362675711,1,0
594573685952610303,2,0
594573780441890815,1,0
594573814801629183,1,0
594573857751302143,1,0
594573866341236735,1,0
594573909290909695,1,0
594573926470778879,1,0
594573935060713471,1,0
594573960830517247,1,0
594583461298175999,1,0
594583469888110591,1,0
594583495657914367,2,0
594583504247848959,9,0
594583530017652735,6,0
594583538607587327,3,0
594583547197521919,5,0
594583555787456511,3,0
594583564377391103,7,0
594583572967325695,5,0
594583581557260287,3,0
594583676046540799,1,0
594583701816344575,1,0
594583710406279167,2,0
594583744766017535,2,0
594583779125755903,3,0
594583804895559679,8,0
594583813485494271,4,0
594583822075428863,7,0
594583830665363455,4,0
594583839255298047,4,0
594583847845232639,7,0
594583856435167231,5,0
594587309588873215,8,0
594587318178807807,1,0
594587326768742399,5,0
594587335358676991,1,0
594587343948611583,9,0
594587352538546175,4,0
594587361128480767,7,0
594587447027826687,16,0
594587464207695871,12,0
594587472797630463,7,0
594587481387565055,12,0
594587489977499647,6,0
594587498567434239,15,0
594587584466780159,20,0
594587593056714751,2,0
594587601646649343,23,0
594587610236583935,9,0
594587618826518527,7,0
594587636006387711,13,0
594587721905733631,25,0
594587730495668223,18,0
594587739085602815,7,0
594587747675537407,23,1
594587756265471999,14,0
594587764855406591,31,0
594587773445341183,16,0
594588417690435583,9,0
594588443460239359,1,0
594588494999846911,1,0
594588529359585279,29,0
594588692568342527,5,0
594588718338146303,5,0
594588726928080895,3,0
594588735518015487,1,0
594588752697884671,15,0
594588761287819263,13,0
594588778467688447,24,0
594588787057623039,16,0
594588795647557631,16,0
594588804237492223,6,0
594602702751662079,5,0
594602711341596671,4,0
594602719931531263,5,0
594602728521465855,6,0
594602737111400447,3,0
594602745701335039,6,0
594602754291269631,9,0
594602771471138815,27,0
594602780061073407,26,0
594602788651007999,21,0
594602797240942591,24,0
594602805830877183,17,0
594602814420811775,20,0
594602823010746367,15,0
594602840190615551,1,0
594602848780550143,7,0
594602865960419327,5,0
594602874550353919,5,0
594602883140288511,8,0
594602891730223103,5,0
594602908910092287,11,0
594602917500026879,29,0
594602926089961471,7,0
594602934679896063,10,0
594602943269830655,7,0
594602951859765247,22,0
594602960449699839,6,0
594602977629569023,2,0
594602986219503615,5,0
594602994809438207,1,0
594603003399372799,5,0
594603011989307391,4,0
594603020579241983,5,0
594603046349045759,14,0
594603054938980351,14,0
594603063528914943,4,0
594603072118849535,14,0
594603080708784127,5,0
594603089298718719,13,0
594603097888653311,3,0
594603115068522495,1,0
594603123658457087,6,0
594603140838326271,5,0
594603149428260863,2,0
594603158018195455,4,0
594603252507475967,3,0
594603269687345151,7,0
594603278277279743,4,0
594603286867214335,18,0
594603295457148927,4,0
594603304047083519,14,0
594603389946429439,13,0
594603398536364031,3,0
594603407126298623,18,0
594603415716233215,11,0
594603424306167807,19,0
594603432896102399,9,0
594603441486036991,17,0
594603458665906175,1,0
594603493025644543,14,0
594603501615579135,3,0
594603510205513727,9,0
594603527385382911,1,0
594603535975317503,16,0
594603544565252095,24,0
594603553155186687,10,0
594603561745121279,1,0
594603570335055871,1,0
594603578924990463,18,0
594603613284728831,9,0
594603664824336383,32,0
594603673414270975,17,0
594603682004205567,41,0
594603690594140159,18,0
594603699184074751,31,0
594603707774009343,23,0
594603716363943935,32,0
594603870982766591,5,0
594603879572701183,3,0
594603888162635775,1,0
594603896752570367,6,0
594603913932439551,1,0
594604017011654655,5,0
594604034191523839,2,0
594604042781458431,2,0
594604051371393023,4,0
594604059961327615,4,0
594604352019103743,6,0
594604360609038335,10,0
594604369198972927,4,0
594604377788907519,6,0
594604386378842111,6,0
594604394968776703,8,0
594604403558711295,1,0
594604420738580479,20,0
594604429328515071,17,0
594604437918449663,19,0
594604446508384255,22,0
594604455098318847,18,0
594604463688253439,17,0
594604472278188031,22,0
594604489458057215,3,0
594604498047991807,3,0
594604506637926399,5,0
594604523817795583,3,0
594604532407730175,2,0
594604540997664767,4,0
594604558177533951,4,0
594604566767468543,23,0
594604575357403135,9,0
594604583947337727,9,0
594604592537272319,9,0
594604601127206911,17,0
594604609717141503,11,0
594604626897010687,7,0
594604635486945279,6,0
594604644076879871,10,0
594604652666814463,4,0
594604661256749055,6,0
594604669846683647,5,0
594604678436618239,5,0
594604695616487423,56,0
594604704206422015,13,0
594604712796356607,12,0
594604721386291199,23,1
594604729976225791,47,0
594604738566160383,41,0
594604747156094975,11,0
594604764335964159,6,0
594604772925898751,3,0
594604781515833343,7,0
594604790105767935,5,0
594604798695702527,6,0
594604807285637119,4,0
594604815875571711,5,0
594605107933347839,2,0
594605125113217023,2,0
594605133703151615,4,0
594605588969684991,15,0
594605606149554175,23,0
594605614739488767,15,0
594605623329423359,23,0
594605640509292543,21,0
594605863847591935,4,0
594605872437526527,15,0
594605881027461119,5,0
594605889617395711,14,0
594605906797264895,1,0
594606095775825919,1,0
594615896891195391,7,0
594615914071064575,3,0
594615922660999167,3,0
594615931250933759,1,0
594615939840868351,8,0
594615948430802943,7,0
594616034330148863,12,0
594616042920083455,12,0
594616051510018047,22,0
594616060099952639,18,0
594616068689887231,6,0
594616077279821823,10,0
594616085869756415,13,0
594616103049625599,9,0
594616111639560191,12,0
594616120229494783,21,0
594616128819429375,21,0
594616137409363967,4,0
594616145999298559,7,0
594616154589233151,10,0
594616180359036927,1,0
594616188948971519,2,0
594616197538906111,2,0
594616240488579071,2,0
594616249078513663,9,0
594616257668448255,2,0
594616266258382847,8,0
594616283438252031,1,0
594616309208055807,8,0
594616317797990399,6,0
594616326387924991,3,0
594616334977859583,3,0
594616343567794175,4,0
594616352157728767,3,0
594616360747663359,9,0
594616996402823167,19,0
594617004992757759,2,0
594617013582692351,5,0
594617022172626943,3,0
594617030762561535,25,0
594617039352496127,19,0
594617047942430719,30,0
594617065122299903,4,0
594617073712234495,4,0
594617082302169087,5,0
594617090892103679,7,0
594617099482038271,19,0
594617108071972863,2,0
594617116661907455,2,0
594617133841776639,7,0
594617151021645823,7,0
594617159611580415,4,0
594617168201515007,5,0
594617176791449599,8,0
594617185381384191,9,0
594617211151187967,2,0
594617219741122559,1,0
594617228331057151,4,0
594617236920991743,8,0
594617245510926335,7,0
594617254100860927,7,0
594617271280730111,6,0
594617279870664703,23,0
594617288460599295,8,0
594617297050533887,20,0
594617305640468479,5,0
594617314230403071,6,0
594617322820337663,3,0
594617340000206847,39,0
594617348590141439,16,0
594617357180076031,27,0
594617365770010623,29,0
594617374359945215,6,0
594617382949879807,7,0
594617391539814399,11,0
594617408719683583,26,0
594617417309618175,29,0
594617425899552767,30,0
594617434489487359,23,0
594617443079421951,12,0
594617451669356543,20,0
594617460259291135,19,0
594617546158637055,2,0
594617554748571647,3,0
594617563338506239,2,0
594617571928440831,2,0
594617580518375423,6,0
594617589108310015,4,0
594617597698244607,1,0
594617614878113791,1,0
594617623468048383,1,0
594617632057982975,1,0
594617640647917567,1,0
594617649237852159,6,0
594617657827786751,4,0
594617666417721343,1,0
594617683597590527,1,0
594617692187525119,2,0
594617700777459711,7,0
594617709367394303,5,0
594617735137198079,3,0
594617752317067263,1,0
594617760907001855,1,0
594617769496936447,1,0
594617778086871039,1,0
594617786676805631,1,0
594617795266740223,1,0
594617803856674815,1,0
594617821036543999,3,0
594617829626478591,3,0
594617838216413183,6,0
594617846806347775,6,0
594617855396282367,17,0
594617863986216959,13,0
594617872576151551,2,0
594617889756020735,3,0
594617898345955327,1,0
594617906935889919,6,0
594617915525824511,8,0
594617924115759103,21,0
594617932705693695,24,0
594617941295628287,7,0
594617958475497471,1,0
594617967065432063,2,0
594617975655366655,1,0
594617984245301247,1,0
594617992835235839,5,0
594618001425170431,2,0
594618010015105023,1,0
594618164633927679,1,0
594618190403731455,1,0
594618216173535231,1,0
594618250533273599,1,0
594618259123208191,1,0
594618456691703807,1,0
594618465281638399,1,0
594618491051442175,1,0
594618645670264831,3,0
594618654260199423,10,0
594618662850134015,4,0
594618671440068607,8,0
594618680030003199,1,0
594618688619937791,2,0
594618697209872383,3,0
594618714389741567,24,0
594618722979676159,25,0
594618731569610751,19,0
594618740159545343,24,0
594618748749479935,8,0
594618757339414527,27,0
594618765929349119,9,0
594618783109218303,10,0
594618791699152895,16,0
594618800289087487,10,0
594618808879022079,12,0
594618817468956671,6,0
594618826058891263,12,0
594618834648825855,6,0
594618851828695039,21,0
594618860418629631,7,0
594618869008564223,22,0
594618877598498815,4,0
594618886188433407,16,0
594618894778367999,21,0
594618903368302591,14,0
594618937728040959,1,0
594618972087779327,1,0
594618989267648511,1,0
594618997857583103,3,0
594619006447517695,1,0
594619015037452287,1,0
594619023627386879,1,0
594619032217321471,3,0
594619040807256063,1,0
594619066577059839,2,0
594619083756929023,2,0
