hex,count_good_aircraft,count_bad_aircraft
594495105230962687,3,1
594495139590701055,3,0
594495380108869631,2,0
594495414468607999,1,0
594496359361413119,1,0
594496367951347711,1,0
594496393721151487,9,1
594496402311086079,6,1
594496410901020671,3,0
594496428080889855,8,3
594496436670824447,11,2
594496445260759039,10,0
594554358599778303,5,0
594554375779647487,5,0
594554461678993407,1,0
594554513218600959,1,0
594554667837423615,5,0
594554676427358207,5,0
594554685017292799,5,0
594554710787096575,5,0
594554736556900351,6,0
594554745146834943,5,0
594554753736769535,5,0
594554762326704127,6,0
594554770916638719,1,0
594555801708789759,5,0
594555810298724351,5,0
594555818888658943,3,0
594556798141202431,2,0
594556806731137023,2,0
594556832500940799,1,0
594556841090875391,1,0
594556849680809983,2,0
594556884040548351,2,0
594556892630482943,2,0
594556952760025087,1,0
594557244817801215,1,0
594557261997670399,5,0
594557511105773567,4,0
594557639954792447,1,0
594557674314530815,1,0
594557691494399999,1,0
594557700084334591,1,0
594557717264203775,1,0
594557725854138367,1,0
594557803163549695,1,0
594557846113222655,1,0
594557880472961023,1,0
594557914832699391,1,0
594557949192437759,1,0
594557974962241535,1,0
594558000732045311,1,0
594558009321979903,1,0
594558078041456639,1,0
594572620800720895,2,0
594572629390655487,2,0
594573230686076927,1,0
594573651592871935,1,0
594573677362675711,1,0
594573685952610303,1,0
594573720312348671,1,0
594573754672087039,1,0
594573780441890815,1,0
594573814801629183,1,0
594573909290909695,3,0
594573917880844287,2,0
594573926470778879,1,0
594573935060713471,1,0
594573960830517247,3,0
594573995190255615,1,0
594583461298175999,2,0
594583469888110591,1,0
594583495657914367,2,0
594583504247848959,3,0
594583530017652735,2,0
594583547197521919,1,0
594583555787456511,2,0
594583564377391103,1,0
594583581557260287,2,0
594583667456606207,1,0
594583701816344575,1,0
594583744766017535,2,0
594583779125755903,2,0
594583804895559679,4,0
594583813485494271,2,0
594583822075428863,4,0
594583830665363455,3,0
594583839255298047,4,0
594583847845232639,3,0
594583856435167231,4,0
594587309588873215,7,0
594587326768742399,6,0
594587335358676991,2,0
594587343948611583,7,0
594587352538546175,4,0
594587361128480767,4,0
594587429847957503,3,0
594587447027826687,16,0
594587464207695871,9,0
594587472797630463,5,0
594587481387565055,11,0
594587489977499647,7,0
594587498567434239,15,0
594587584466780159,4,0
594587593056714751,3,0
