hex,count_good_aircraft,count_bad_aircraft
8401041ffffffff,1,0
8401043ffffffff,3,0
8401047ffffffff,3,0
8401049ffffffff,3,0
840104bffffffff,2,0
840104dffffffff,2,0
8401059ffffffff,3,0
840105dffffffff,4,0
8401069ffffffff,2,0
840106bffffffff,2,0
8401201ffffffff,7,0
8401203ffffffff,3,0
8401205ffffffff,4,0
8401207ffffffff,4,0
840120dffffffff,3,0
8401221ffffffff,6,0
8401223ffffffff,2,0
8401225ffffffff,8,1
8401227ffffffff,6,1
8401229ffffffff,2,0
840122bffffffff,1,0
840122dffffffff,2,0
8401231ffffffff,3,0
8401233ffffffff,2,0
8401235ffffffff,3,0
8401237ffffffff,2,0
8401239ffffffff,3,0
840123dffffffff,1,0
840124bffffffff,2,0
840125dffffffff,1,0
8401261ffffffff,3,0
8401263ffffffff,4,1
8401265ffffffff,3,1
8401267ffffffff,5,1
8401269ffffffff,1,0
840126bffffffff,1,0
840126dffffffff,1,0
84012c1ffffffff,2,0
84012c7ffffffff,1,0
84012cbffffffff,4,0
84012ddffffffff,1,0
8401313ffffffff,2,0
8401351ffffffff,9,1
8401353ffffffff,1,1
8401355ffffffff,4,0
8401359ffffffff,6,2
840135dffffffff,10,0
8406281ffffffff,2,0
8406283ffffffff,11,0
8406289ffffffff,2,0
840628bffffffff,12,0
840628dffffffff,1,0
8406291ffffffff,3,0
8406293ffffffff,9,0
8406295ffffffff,3,0
8406297ffffffff,3,0
8406299ffffffff,5,0
840629bffffffff,9,0
840629dffffffff,5,0
84062b1ffffffff,1,0
84062b9ffffffff,6,0
84062bdffffffff,2,0
84062c3ffffffff,4,0
84062cbffffffff,4,0
84062d1ffffffff,14,0
84062d3ffffffff,6,0
84062d5ffffffff,13,0
84062d7ffffffff,9,0
84062d9ffffffff,12,0
84062dbffffffff,7,0
84062ddffffffff,8,0
8406601ffffffff,11,0
8406603ffffffff,2,0
8406605ffffffff,11,0
8406607ffffffff,1,0
8406609ffffffff,20,0
840660bffffffff,7,0
840660dffffffff,12,0
8406615ffffffff,1,0
8406621ffffffff,26,0
8406625ffffffff,13,0
8406627ffffffff,9,0
8406629ffffffff,16,0
840662bffffffff,8,0
840662dffffffff,25,0
8406631ffffffff,1,0
8406639ffffffff,1,0
840663dffffffff,1,0
8406641ffffffff,8,0
8406643ffffffff,7,0
8406645ffffffff,12,0
8406647ffffffff,6,0
8406649ffffffff,5,0
840664bffffffff,1,0
840664dffffffff,20,0
8406655ffffffff,2,0
840665dffffffff,1,0
8406661ffffffff,31,0
8406663ffffffff,14,0
8406665ffffffff,24,0
8406667ffffffff,21,0
8406669ffffffff,23,0
840666bffffffff,16,0
840666dffffffff,23,0
8406703ffffffff,12,0
8406709ffffffff,2,0
840670bffffffff,3,0
8406715ffffffff,5,0
840671dffffffff,40,0
8406741ffffffff,2,0
8406743ffffffff,8,0
8406749ffffffff,5,0
840674bffffffff,13,0
840674dffffffff,3,0
8406751ffffffff,37,0
8406753ffffffff,2,0
8406755ffffffff,4,0
8406757ffffffff,42,0
8406759ffffffff,33,0
840675bffffffff,11,0
840675dffffffff,10,0
840676dffffffff,1,0
8407401ffffffff,12,0
8407403ffffffff,14,0
8407405ffffffff,14,0
8407407ffffffff,7,0
8407409ffffffff,11,0
840740bffffffff,14,0
840740dffffffff,11,0
8407411ffffffff,34,0
8407413ffffffff,30,0
8407415ffffffff,47,0
8407417ffffffff,34,0
8407419ffffffff,22,0
840741bffffffff,28,0
840741dffffffff,42,0
8407423ffffffff,19,0
8407427ffffffff,7,0
8407429ffffffff,4,0
840742bffffffff,18,0
840742dffffffff,3,0
8407431ffffffff,24,0
8407433ffffffff,62,0
8407435ffffffff,7,0
8407437ffffffff,24,0
8407439ffffffff,14,0
840743bffffffff,54,0
840743dffffffff,3,0
8407441ffffffff,4,0
8407443ffffffff,10,0
8407445ffffffff,4,0
8407447ffffffff,3,0
8407449ffffffff,2,0
840744bffffffff,17,0
8407451ffffffff,34,0
8407453ffffffff,17,0
8407455ffffffff,15,0
8407457ffffffff,33,0
8407459ffffffff,7,0
840745bffffffff,13,0
840745dffffffff,12,0
8407461ffffffff,13,0
8407463ffffffff,5,0
8407465ffffffff,2,0
8407467ffffffff,15,0
8407469ffffffff,13,0
840746bffffffff,5,0
8407481ffffffff,16,0
8407483ffffffff,3,0
8407485ffffffff,14,0
8407487ffffffff,7,0
8407489ffffffff,28,0
840748bffffffff,8,0
840748dffffffff,10,0
8407495ffffffff,1,0
84074a1ffffffff,19,0
84074a5ffffffff,15,0
84074a7ffffffff,20,0
84074a9ffffffff,16,0
84074abffffffff,16,0
84074adffffffff,15,0
84074b9ffffffff,25,0
84074bbffffffff,2,0
84074bdffffffff,14,0
84074c1ffffffff,4,0
84074c3ffffffff,36,0
84074c5ffffffff,39,0
84074c7ffffffff,9,0
84074c9ffffffff,6,0
84074cbffffffff,3,0
84074cdffffffff,30,0
84074d1ffffffff,1,0
84074d5ffffffff,24,0
84074ddffffffff,3,0
84074e1ffffffff,41,0
84074e3ffffffff,21,0
84074e5ffffffff,43,0
84074e7ffffffff,39,0
84074e9ffffffff,40,0
84074ebffffffff,25,0
84074edffffffff,38,0
8407511ffffffff,11,0
8407513ffffffff,1,0
8407515ffffffff,14,0
8407517ffffffff,10,0
8407531ffffffff,4,0
8407533ffffffff,11,0
8407537ffffffff,2,0
8407539ffffffff,1,0
840753bffffffff,14,0
840753dffffffff,1,0
840755bffffffff,6,0
8407581ffffffff,3,0
8407583ffffffff,15,0
8407585ffffffff,7,0
8407587ffffffff,3,0
8407589ffffffff,8,0
840758bffffffff,12,0
840758dffffffff,9,0
8407591ffffffff,22,0
8407593ffffffff,23,0
8407595ffffffff,42,0
8407597ffffffff,23,0
8407599ffffffff,9,0
840759bffffffff,14,0
840759dffffffff,54,0
84075a1ffffffff,5,0
84075a3ffffffff,3,0
84075a5ffffffff,9,0
84075a7ffffffff,2,0
84075a9ffffffff,9,0
84075abffffffff,6,0
84075adffffffff,8,0
84075b1ffffffff,23,0
84075b3ffffffff,37,0
84075b5ffffffff,16,0
84075b7ffffffff,21,0
84075b9ffffffff,26,0
84075bbffffffff,33,0
84075bdffffffff,10,0
84075c1ffffffff,8,0
84075c3ffffffff,10,0
84075c5ffffffff,15,0
84075c7ffffffff,8,0
84075c9ffffffff,13,0
84075cbffffffff,7,0
84075cdffffffff,11,0
84075d1ffffffff,83,0
84075d3ffffffff,23,0
