hex,count_good_aircraft,count_bad_aircraft
594493129546006527,2,0
594493138135941119,2,0
594494950612140031,2,0
594494976381943807,2,0
594495002151747583,2,0
594495088051093503,2,0
594495105230962687,3,0
594495113820897279,2,0
594495122410831871,4,0
594495131000766463,4,0
594495139590701055,3,0
594495156770570239,2,0
594495165360504831,2,0
594495191130308607,3,0
594495208310177791,2,0
594495242669916159,1,0
594495251259850751,1,0
594495337159196671,1,0
594495362929000447,7,0
594495371518935039,2,0
594495380108869631,7,0
594495388698804223,8,0
594495397288738815,4,0
594495405878673407,2,0
594495414468607999,5,0
594496393721151487,9,0
594496410901020671,3,0
594496428080889855,6,0
594496436670824447,7,0
594496445260759039,9,0
594520290919186431,1,0
594583461298175999,1,0
594583469888110591,4,0
594583495657914367,1,0
594583504247848959,2,0
594583512837783551,3,0
594583530017652735,11,0
594583538607587327,2,0
594583547197521919,2,0
594583555787456511,11,0
594583564377391103,12,0
594583572967325695,2,0
594583581557260287,6,0
594583701816344575,3,0
594583710406279167,1,0
594583736176082943,4,0
594583744766017535,2,0
594583761945886719,5,0
594583779125755903,2,0
594583804895559679,3,0
594583813485494271,16,0
594583822075428863,3,0
594583830665363455,7,0
594583839255298047,4,0
594583847845232639,16,0
594583856435167231,1,0
594587309588873215,6,0
594587318178807807,2,0
594587326768742399,18,0
594587335358676991,1,0
594587343948611583,19,0
594587361128480767,19,0
594587395488219135,4,0
594587429847957503,6,0
594587447027826687,25,0
594587464207695871,11,0
594587472797630463,11,0
594587481387565055,22,0
594587489977499647,12,0
594587498567434239,18,0
594587550107041791,3,0
594587584466780159,13,0
594587593056714751,15,0
594587601646649343,11,0
594587610236583935,8,0
594587618826518527,11,0
594587627416453119,1,0
594587636006387711,13,0
594587670366126079,1,0
594587721905733631,22,0
594587730495668223,11,0
594587739085602815,24,0
594587747675537407,20,0
594587756265471999,15,0
594587764855406591,16,0
594587773445341183,24,0
594588417690435583,7,0
594588494999846911,12,0
594588529359585279,36,0
594588649618669567,1,0
594588658208604159,2,0
594588683978407935,3,0
594588692568342527,5,0
594588701158277119,1,0
594588718338146303,6,0
594588726928080895,6,0
594588735518015487,1,0
594588752697884671,27,0
594588761287819263,2,0
594588769877753855,2,0
594588778467688447,36,0
594588787057623039,21,0
594588795647557631,13,0
594588804237492223,8,0
594588855777099775,1,0
594602702751662079,8,0
594602711341596671,6,0
594602719931531263,12,0
594602728521465855,8,0
594602737111400447,6,0
594602745701335039,8,0
594602754291269631,13,0
594602771471138815,28,0
594602780061073407,19,0
594602788651007999,36,0
594602797240942591,29,0
594602805830877183,21,0
594602814420811775,23,0
594602823010746367,32,0
594602840190615551,1,0
594602848780550143,14,0
594602857370484735,1,0
594602865960419327,5,0
594602874550353919,6,0
594602883140288511,15,0
594602891730223103,6,0
594602908910092287,14,0
594602917500026879,47,0
594602926089961471,5,0
594602934679896063,16,0
594602943269830655,7,0
594602951859765247,40,0
594602960449699839,6,0
594602977629569023,8,0
594602986219503615,7,0
594602994809438207,5,0
594603003399372799,8,0
594603011989307391,6,0
594603020579241983,9,0
594603046349045759,31,0
594603054938980351,18,0
594603063528914943,7,0
594603072118849535,31,0
594603080708784127,10,0
594603089298718719,19,0
594603097888653311,6,0
594603115068522495,6,0
594603123658457087,5,0
594603132248391679,2,0
594603140838326271,8,0
594603149428260863,6,0
594603158018195455,6,0
594603252507475967,12,0
594603261097410559,2,0
594603269687345151,15,0
594603278277279743,6,0
594603286867214335,19,0
594603295457148927,5,0
594603304047083519,9,0
594603338406821887,4,0
594603389946429439,13,0
594603398536364031,3,0
594603407126298623,11,0
594603415716233215,12,0
594603424306167807,5,0
594603432896102399,17,0
594603441486036991,8,0
594603458665906175,4,0
594603493025644543,21,0
594603501615579135,3,0
594603510205513727,11,0
594603527385382911,13,0
594603535975317503,23,0
594603544565252095,23,0
594603553155186687,11,0
594603561745121279,11,0
594603570335055871,3,0
594603578924990463,19,0
594603613284728831,6,0
594603647644467199,3,0
594603664824336383,24,0
594603673414270975,7,0
594603682004205567,30,0
594603690594140159,19,0
594603699184074751,25,0
594603707774009343,19,0
594603716363943935,32,0
594603870982766591,16,0
594603879572701183,3,0
594603888162635775,4,0
594603896752570367,16,0
594603905342504959,1,0
594604008421720063,2,0
594604017011654655,4,0
594604034191523839,2,0
594604042781458431,3,0
594604051371393023,6,0
594604059961327615,7,0
594604154450608127,1,0
594604188810346495,2,0
594604352019103743,7,0
594604360609038335,12,0
594604369198972927,6,0
594604377788907519,11,0
594604386378842111,6,0
594604394968776703,11,0
594604403558711295,7,0
594604420738580479,19,0
594604429328515071,13,0
594604437918449663,34,0
594604446508384255,27,0
594604455098318847,11,0
594604463688253439,6,0
594604472278188031,40,0
594604489458057215,4,0
594604498047991807,7,0
594604506637926399,2,0
594604515227860991,3,0
594604523817795583,4,0
594604532407730175,8,0
594604540997664767,4,0
594604558177533951,10,0
594604566767468543,26,0
594604575357403135,8,0
594604583947337727,12,0
594604592537272319,13,0
594604601127206911,23,0
594604609717141503,9,0
594604626897010687,9,0
594604635486945279,12,0
594604644076879871,10,0
594604652666814463,8,0
594604661256749055,8,0
594604669846683647,6,0
594604678436618239,5,0
594604695616487423,72,0
594604704206422015,10,0
594604712796356607,11,0
594604721386291199,49,0
594604729976225791,61,0
594604738566160383,28,0
594604747156094975,27,0
594604764335964159,5,0
594604772925898751,3,0
594604781515833343,16,0
594604790105767935,3,0
594604798695702527,8,0
