hex,count_good_aircraft,count_bad_aircraft
8401043ffffffff,1,0
8401047ffffffff,1,0
8401055ffffffff,1,0
8401059ffffffff,4,0
840105bffffffff,1,0
840105dffffffff,2,0
8401069ffffffff,1,0
840106bffffffff,1,0
8401201ffffffff,4,0
8401203ffffffff,5,0
8401205ffffffff,5,0
8401207ffffffff,3,0
840120dffffffff,5,0
8401211ffffffff,2,0
8401219ffffffff,3,0
840121bffffffff,3,0
8401221ffffffff,5,0
8401223ffffffff,1,0
8401225ffffffff,5,0
8401227ffffffff,3,0
8401229ffffffff,5,0
840122bffffffff,5,0
840122dffffffff,3,0
8401231ffffffff,4,0
8401233ffffffff,4,0
8401239ffffffff,3,0
840123dffffffff,2,0
8401243ffffffff,3,0
8401245ffffffff,2,0
8401247ffffffff,2,0
840124bffffffff,4,0
8401253ffffffff,3,0
8401259ffffffff,1,0
840125bffffffff,2,0
840125dffffffff,1,0
8401261ffffffff,6,2
8401263ffffffff,4,1
8401265ffffffff,5,0
8401267ffffffff,5,0
8401269ffffffff,3,0
840126bffffffff,6,0
840126dffffffff,3,1
8401289ffffffff,1,0
84012c1ffffffff,5,0
84012c3ffffffff,7,0
84012c7ffffffff,3,0
84012c9ffffffff,7,0
84012cbffffffff,6,0
84012cdffffffff,2,0
8401311ffffffff,1,0
840131bffffffff,1,0
8401351ffffffff,6,0
8401355ffffffff,3,0
8401359ffffffff,7,1
840135bffffffff,4,0
840135dffffffff,8,0
8406281ffffffff,4,0
8406283ffffffff,10,0
8406287ffffffff,2,0
8406289ffffffff,8,0
840628bffffffff,8,0
8406291ffffffff,5,0
8406293ffffffff,1,0
8406295ffffffff,1,0
8406297ffffffff,3,0
8406299ffffffff,3,0
840629bffffffff,4,0
840629dffffffff,7,0
84062b1ffffffff,1,0
84062b9ffffffff,7,0
84062bbffffffff,1,0
84062c3ffffffff,21,0
84062cbffffffff,19,0
84062d1ffffffff,9,0
84062d3ffffffff,10,0
84062d5ffffffff,8,0
84062d7ffffffff,7,0
84062d9ffffffff,10,0
84062dbffffffff,10,0
84062ddffffffff,2,0
8406601ffffffff,8,0
8406603ffffffff,9,0
8406605ffffffff,8,0
8406607ffffffff,9,0
8406609ffffffff,12,0
840660bffffffff,15,0
840660dffffffff,9,0
8406615ffffffff,2,0
840661dffffffff,2,0
8406621ffffffff,22,0
8406625ffffffff,10,0
8406627ffffffff,12,0
8406629ffffffff,18,0
840662bffffffff,6,0
840662dffffffff,20,0
8406639ffffffff,4,0
840663dffffffff,3,0
8406641ffffffff,3,0
8406643ffffffff,9,0
8406645ffffffff,17,0
8406647ffffffff,3,0
8406649ffffffff,2,0
840664bffffffff,2,0
840664dffffffff,19,0
8406651ffffffff,1,0
8406655ffffffff,4,0
840665dffffffff,3,0
8406661ffffffff,24,0
8406663ffffffff,15,0
8406665ffffffff,17,0
8406667ffffffff,20,0
8406669ffffffff,22,0
840666bffffffff,19,0
840666dffffffff,21,0
8406703ffffffff,7,0
8406709ffffffff,2,0
8406711ffffffff,1,0
8406713ffffffff,3,0
8406715ffffffff,2,0
8406717ffffffff,1,0
8406719ffffffff,4,0
840671dffffffff,18,0
8406743ffffffff,17,0
8406749ffffffff,3,0
840674bffffffff,9,0
840674dffffffff,1,0
8406751ffffffff,23,0
8406753ffffffff,6,0
8406755ffffffff,2,0
8406757ffffffff,24,0
8406759ffffffff,22,0
840675bffffffff,9,0
840675dffffffff,15,0
840676dffffffff,1,0
8407401ffffffff,11,0
8407403ffffffff,5,0
8407405ffffffff,6,0
8407407ffffffff,8,0
8407409ffffffff,6,0
840740bffffffff,11,0
840740dffffffff,13,0
8407411ffffffff,39,0
8407413ffffffff,42,0
8407415ffffffff,46,0
8407417ffffffff,51,0
8407419ffffffff,29,0
840741bffffffff,34,0
840741dffffffff,42,0
8407421ffffffff,3,0
8407423ffffffff,15,1
8407427ffffffff,9,0
8407429ffffffff,7,0
840742bffffffff,15,0
840742dffffffff,9,0
8407431ffffffff,9,0
8407433ffffffff,56,0
8407435ffffffff,4,0
8407437ffffffff,13,0
8407439ffffffff,6,0
840743bffffffff,47,0
840743dffffffff,1,0
8407441ffffffff,4,0
8407443ffffffff,11,0
8407445ffffffff,2,0
8407447ffffffff,9,0
8407449ffffffff,2,0
840744bffffffff,12,0
8407451ffffffff,43,0
8407453ffffffff,30,0
8407455ffffffff,7,0
8407457ffffffff,43,0
8407459ffffffff,11,0
840745bffffffff,29,0
840745dffffffff,5,0
8407461ffffffff,18,0
8407463ffffffff,7,0
8407465ffffffff,2,0
8407467ffffffff,16,0
8407469ffffffff,27,0
840746bffffffff,3,0
8407481ffffffff,6,0
8407483ffffffff,5,0
8407485ffffffff,13,0
8407487ffffffff,4,0
8407489ffffffff,20,0
840748bffffffff,8,0
840748dffffffff,12,0
8407495ffffffff,3,0
840749dffffffff,1,0
84074a1ffffffff,23,0
84074a5ffffffff,21,0
84074a7ffffffff,17,0
84074a9ffffffff,23,0
84074abffffffff,6,0
84074adffffffff,11,0
84074b1ffffffff,2,0
84074b9ffffffff,22,0
84074bbffffffff,5,0
84074bdffffffff,6,0
84074c1ffffffff,5,0
84074c3ffffffff,26,0
84074c5ffffffff,35,0
84074c7ffffffff,9,0
84074c9ffffffff,7,0
84074cbffffffff,3,0
84074cdffffffff,24,0
84074d5ffffffff,24,0
84074ddffffffff,2,0
84074e1ffffffff,36,0
84074e3ffffffff,31,0
84074e5ffffffff,62,0
84074e7ffffffff,36,0
84074e9ffffffff,35,0
84074ebffffffff,32,0
84074edffffffff,49,0
8407511ffffffff,12,0
8407513ffffffff,1,0
8407515ffffffff,27,0
8407517ffffffff,12,0
8407531ffffffff,20,0
8407533ffffffff,10,0
8407535ffffffff,1,0
8407537ffffffff,3,0
8407539ffffffff,6,0
840753bffffffff,26,0
840753dffffffff,7,0
8407581ffffffff,4,0
8407583ffffffff,30,0
8407585ffffffff,4,0
8407587ffffffff,16,0
8407589ffffffff,4,0
840758bffffffff,33,0
840758dffffffff,3,0
