hex,count_good_aircraft,count_bad_aircraft
594493129546006527,1,0
594494950612140031,3,0
594494967792009215,2,0
594494976381943807,3,0
594495002151747583,2,0
594495088051093503,2,0
594495113820897279,1,0
594495122410831871,2,0
594495131000766463,1,0
594495139590701055,1,0
594495156770570239,2,0
594495165360504831,2,0
594495191130308607,2,0
594495242669916159,1,0
594495362929000447,2,0
594495371518935039,2,0
594495380108869631,2,0
594495388698804223,3,0
594495397288738815,2,0
594495405878673407,1,0
594495414468607999,2,1
594496359361413119,1,1
594496367951347711,1,0
594496393721151487,3,0
594496428080889855,3,0
594496436670824447,3,0
594496445260759039,5,1
594583461298175999,2,0
594583469888110591,10,0
594583495657914367,3,0
594583504247848959,14,0
594583512837783551,1,0
594583530017652735,4,0
594583538607587327,3,0
594583547197521919,5,0
594583555787456511,3,0
594583564377391103,6,0
594583572967325695,4,0
594583581557260287,10,0
594583667456606207,2,0
594583701816344575,5,0
594583710406279167,1,0
594583736176082943,1,0
594583744766017535,5,0
594583753355952127,1,0
594583761945886719,3,0
594583779125755903,4,0
594583804895559679,16,0
594583813485494271,11,0
594583822075428863,18,0
594583830665363455,7,0
594583839255298047,19,0
594583847845232639,9,0
594583856435167231,6,0
594587309588873215,11,0
594587318178807807,5,0
594587326768742399,13,0
594587335358676991,6,0
594587343948611583,15,0
594587352538546175,7,0
594587361128480767,19,0
594587395488219135,2,0
594587447027826687,32,0
594587464207695871,20,0
594587472797630463,17,0
594587481387565055,30,0
594587489977499647,7,0
594587498567434239,31,0
594587515747303423,1,0
594587550107041791,1,0
594587567286910975,4,0
594587584466780159,18,0
594587593056714751,7,0
594587601646649343,21,0
594587610236583935,17,0
594587618826518527,16,0
594587636006387711,22,0
594587670366126079,3,0
594587704725864447,1,0
594587721905733631,36,0
594587730495668223,32,0
594587739085602815,18,0
594587747675537407,21,0
594587756265471999,37,0
594587764855406591,31,0
594587773445341183,29,0
594588417690435583,14,0
594588443460239359,1,0
594588452050173951,4,0
594588477819977727,1,0
594588494999846911,6,0
594588512179716095,2,0
594588529359585279,62,0
594588649618669567,2,0
594588683978407935,2,0
594588692568342527,6,0
594588718338146303,20,0
594588726928080895,20,0
594588735518015487,1,0
594588752697884671,71,1
594588761287819263,2,0
594588769877753855,7,0
594588778467688447,80,0
594588787057623039,73,0
594588795647557631,11,0
