hex,count_good_aircraft,count_bad_aircraft
594493129546006527,1,0
594493138135941119,1,0
594494950612140031,1,0
594494976381943807,2,0
594495002151747583,1,0
594495088051093503,2,0
594495096641028095,1,0
594495105230962687,1,0
594495113820897279,2,0
594495122410831871,2,0
594495131000766463,2,0
594495156770570239,1,0
594495165360504831,1,0
594495191130308607,1,0
594495208310177791,1,0
594495251259850751,1,0
594495362929000447,4,0
594495380108869631,3,0
594495388698804223,4,0
594495397288738815,1,0
594495405878673407,1,0
594495414468607999,3,0
594496359361413119,2,0
594496367951347711,2,0
594496393721151487,5,0
594496402311086079,1,0
594496428080889855,5,0
594496436670824447,2,0
594496445260759039,6,0
594496496800366591,1,0
594583469888110591,10,0
594583495657914367,3,0
594583504247848959,7,0
594583512837783551,1,0
594583530017652735,4,0
594583538607587327,8,0
594583547197521919,2,0
594583555787456511,6,0
594583564377391103,3,0
594583572967325695,8,0
594583581557260287,6,0
594583676046540799,1,0
594583701816344575,6,0
594583710406279167,1,0
594583718996213759,1,0
594583736176082943,1,0
594583744766017535,5,0
594583761945886719,2,0
594583779125755903,5,0
594583804895559679,7,0
594583813485494271,7,0
594583822075428863,6,0
594583830665363455,7,0
594583839255298047,7,0
594583847845232639,7,0
594587309588873215,21,0
594587318178807807,2,0
594587326768742399,16,0
594587335358676991,5,0
594587343948611583,25,0
594587352538546175,10,0
594587361128480767,16,0
594587395488219135,1,0
594587429847957503,3,0
594587447027826687,28,0
594587464207695871,9,0
594587472797630463,14,0
594587481387565055,19,0
594587489977499647,15,0
594587498567434239,16,0
594587550107041791,1,0
594587567286910975,3,0
594587584466780159,20,0
594587593056714751,7,0
594587601646649343,15,0
594587610236583935,12,0
594587618826518527,15,0
594587627416453119,1,0
594587636006387711,11,0
594587721905733631,27,0
594587730495668223,17,0
594587739085602815,12,0
594587747675537407,24,0
594587756265471999,15,0
594587764855406591,24,0
594587773445341183,13,0
594588417690435583,9,0
594588443460239359,1,0
594588494999846911,1,0
594588529359585279,22,0
594588649618669567,1,0
594588692568342527,4,0
594588718338146303,5,0
594588726928080895,3,0
594588752697884671,16,0
594588761287819263,5,0
594588778467688447,22,0
594588787057623039,14,0
594588795647557631,12,0
